Count	Full_date	Port	Ship
23	06/30/1920	Tanamo and Cananova, Cuba	Belita
22	06/30/1920	Callao, Peru	Santa Luisa
20	06/30/1920	Caleta Bueno via Colon	Craster Hall
18	06/30/1920	Havana, Cuba	Harold Dollar
18	06/30/1920	Havana	Mexico
16	06/30/1920	Puerto Plata, Dominican Republic	Huron
15	06/30/1920	Santa Fe, Argentina	Jennie Flood Kreger
15	06/30/1920	Trinidad, British West Indies	Maraval
13	06/30/1920	San Pedro de Macoris, Dominican Republic	Huron
13	06/30/1920	Barbados, British West Indies	Korona
13	06/30/1920	St. Croix, Virgin Islands	Korona
12	06/30/1920	Macoris, Dominican Republic	Huron
11	06/30/1920	St. Thomas	Korona
11	06/30/1920	Georgetown, Demerara, British Guiana	Maraval
10	06/30/1920	Antofagasta, Chile	Santa Luisa
8	06/30/1920	Turks Island, British West Indies	Huron
7	06/30/1920	Santo Domingo	Huron
4	06/30/1920	Dominica, B.W.I.	Korona
3	06/30/1920	Guadalupe, French West Indies	Korona
3	06/30/1920	St. Kitts, B.W.I.	Korona
2	06/30/1920	Iquique, Chile	Santa Luisa
2	06/30/1920	Martinique, French West Indies	Korona
1	06/30/1920	Camanero, Cuba	Lake Garza
1	06/30/1920	Sanchez, Dominican Republic	Huron
1	06/30/1920	Antigua, British West Indies	Korona
1	06/30/1920	Demerara, British West Indies	Korona
375	07/01/1920	Havana	Morro Castle
303	07/01/1920	Havana, Cuba	Buenos Aires
198	07/01/1920	San Juan, Puerto Rico	San Juan
151	07/01/1920	Santiago, Cuba	Zacapa
119	07/01/1920	St. John's, Newfoundland via Halifax	Rosalind
96	07/01/1920	Cristobal, Canal Zone	Allianca
90	07/01/1920	Java	Samarinda
49	07/01/1920	Amtwerp, Belgium	Wynooche
41	07/01/1920	Tampico, Mexico	W.L. Steed
40	07/01/1920	United States	Rhodesian
39	07/01/1920	Curacao, DWI	Cherokee
39	07/01/1920	Rio de Janeiro via St. Thomas	Haslehurst
38	07/01/1920	Copenhagen, Denmark	Vincennes Bridge
32	07/01/1920	Batavia, Java	Samarinda
31	07/01/1920	St. John's, Newfoundland	Choctaw
30	07/01/1920	Cienfuegos, Cuba	Chickamauga
29	07/01/1920	Porto Colombia	Zacapa
25	07/01/1920	Halifax	Impoco
19	07/01/1920	Batavia	Samarinda
17	07/01/1920	Kingston	Zacapa
9	07/01/1920	Barbados and Cap Haiti	R.R. Govin
8	07/01/1920	Cienfuegos	Chickamauga
7	07/01/1920	Rio Hacha, Colombia	Frederick J. Lovatt
3	07/01/1920	Cartagena, Colombia	Zacapa
2	07/01/1920	Santa Marta, Colombia	Zacapa
1482	07/02/1920	Southampton	Olympic
1024	07/02/1920	Napoli	Dante Alighieri
829	07/02/1920	Cherbourg, France	Olympic
600	07/02/1920	Genova	Dante Alighieri
545	07/02/1920	Palermo	Dante Alighieri
314	07/02/1920	Genoa	Dante Alighieri
223	07/02/1920	Rio de Janeiro	Huron
134	07/02/1920	Buenos Aires, Argentina	Huron
79	07/02/1920	Curacao, DWI	Maracaibo
60	07/02/1920	Rio de Janeiro, Buenos Aires,Monte Video	Byron
56	07/02/1920	Rio de Janeiro, Brazil	Huron
46	07/02/1920	Rotterdam, Holland	Epitacio Pessoa
45	07/02/1920	Port Lobos, Mexico	Antietam
44	07/02/1920	Montevideo, Uraguay	Huron
43	07/02/1920	Liverpool	General Church
41	07/02/1920	Constantinople, Gibraltar	Riverside Bridge
40	07/02/1920	Manchester, England	Penmorvah
38	07/02/1920	Dunkirk, France	F.J. Luckenbach
37	07/02/1920	Jucaro, Cuba	Ceralvo
35	07/02/1920	Tampico, Mexico	Chinampa
33	07/02/1920	La Romana, Dominican Republic	Philadelphia (1885)
32	07/02/1920	Dominican Republic	Philadelphia (1885)
29	07/02/1920	Mayaguez, Puerto Rico	Maracaibo
26	07/02/1920	Buenos Aires	Byron
26	07/02/1920	Rio de Janeiro, Santos, Buenos Aires	Huron
25	07/02/1920	Barbados, British West Indies	Byron
23	07/02/1920	Buenos Aires, Montevideo, Rio de Janeiro	Byron
23	07/02/1920	Rio de Janeiro	Byron
19	07/02/1920	Walton, Nova Scotia, Canada	Glencadam
19	07/02/1920	Portsaid	Waukau
19	07/02/1920	San Pedro de Macoris, Dominican Republic	Inca
18	07/02/1920	Santos, Brazil	Huron
14	07/02/1920	Naples	Dante Alighieri
13	07/02/1920	Turks Island, British West Indies	Dolly Madison
11	07/02/1920	San Juan, Puerto Rico	Dolly Madison
8	07/02/1920	Maracaibo	Maracaibo
3	07/02/1920	Gibraltar	Dante Alighieri
3	07/02/1920	Constantinople	Riverside Bridge
2	07/02/1920	Buenos Aires, Rio, & Barbados	Byron
1	07/02/1920	Antwerp	Nansemond
1	07/02/1920	Gibraltar	Riverside Bridge
1	07/02/1920	Barry Docks, England	Winyah
1	07/02/1920	San Juan Gran Turk, Turks Island	Dolly Madison
1	07/02/1920	SanJuan Grand Turk, Turks Island	Dolly Madison
1	07/02/1920	Manchester, England	Inca
597	07/03/1920	Genoa	Ferdinando Palasciano
342	07/03/1920	Napoli, Italy	Ferdinando Palasciano
242	07/03/1920	Port Limon, Costa Rica	Toloa
218	07/03/1920	Genova	Ferdinando Palasciano
210	07/03/1920	Genoa, Italy	Ferdinando Palasciano
112	07/03/1920	Hamburg	Kermit
74	07/03/1920	Marseilles	Roma
73	07/03/1920	Havana, Cuba	Toloa
52	07/03/1920	Guayaquil, Ecuador	Inca
51	07/03/1920	Gibraltar	Ansaldo V
50	07/03/1920	Lisbon	Roma
50	07/03/1920	Cristobal, Canal Zone	Toloa
45	07/03/1920	Antwerp	Champion
45	07/03/1920	Philadelphia	Pipestone County
43	07/03/1920	Marseilles, France	Pipestone County
38	07/03/1920	Horta Fayal, Azores	Roma
35	07/03/1920	Constantinople	Lake Fiscus
35	07/03/1920	Rotterdam, Holland	Pleiades
34	07/03/1920	Amsterdam	Hattie Luckenbach
33	07/03/1920	Caibarien, Cuba	Munsomo
30	07/03/1920	Tampico, Mexico	City of Everett
28	07/03/1920	Spizia, Italiy via Gibraltor	Calderon
27	07/03/1920	New York	Inca
11	07/03/1920	Tampico, Mexico	Socony
2	07/03/1920	Hamburg, Germany	Kermit
2	07/03/1920	Cape Town, South Africa	Clan MacKellar
2	07/03/1920	Marseilles via Lisbon	Roma
1	07/03/1920	Genova, Italy	Ferdinando Palasciano
1	07/03/1920	Gibraltar	Ferdinando Palasciano
1	07/03/1920	Hamburg	Jan Van Nassau
155	07/04/1920	Antilla, Cuba	Henry R. Mallory
55	07/04/1920	Christiania	Tecumseh
47	07/04/1920	Shanghai	Winyah
45	07/04/1920	Cienfuegos, Cuba	Antilla
43	07/04/1920	Antwerp	Saluda
40	07/04/1920	Dutch East Indies	Saugerties
33	07/04/1920	Kristiania, Norway	Golden Gate
32	07/04/1920	Copenhagen	Mason City
7	07/04/1920	Windsor, Nova Scotia	Barge Canada
5	07/04/1920	Maudsen	Samuel W. Fancher
2	07/04/1920	Christiania	Golden Gate
1	07/04/1920	Hull, England	Farnworth
1	07/04/1920	Colon	Henry R. Mallory
1	07/04/1920	Gothenburg, Sweden	Drottningholm
1048	07/05/1920	Southampton	Philadelphia
957	07/05/1920	Le Havre	La Lorraine
374	07/05/1920	Havre	La Lorraine
218	07/05/1920	United States	Minnekahda
189	07/05/1920	San Juan, Puerto Rico	Ponce
158	07/05/1920	Havana	La Lorraine
119	07/05/1920	Cherbourg, France	Philadelphia
52	07/05/1920	Rotterdam, Holland	Cape Romain
40	07/05/1920	Havana, Cuba	Domingo de Larrinaga
39	07/05/1920	Hull, England	Galileo
38	07/05/1920	Philadelphia, Pennsylvania	Laramie
37	07/05/1920	Chaparra, Cuba	Munardan
37	07/05/1920	Manchester, England	Strathfillan
32	07/05/1920	... via Antwerp	Philippines
30	07/05/1920	blank	Philippines
22	07/05/1920	London, England	Eastern Belle
18	07/05/1920	Turks Island, British West Indies	Edith Nute
14	07/05/1920	Windan	Daniel M. Munro
3	07/05/1920	Tampico, Mexico	Laramie
2074	07/06/1920	Naples	Regina d Italia
1208	07/06/1920	Antwerp	Kroonland
710	07/06/1920	Kristiania, Norway	Bergensfjord
146	07/06/1920	Havana, Cuba	Turrialba
94	07/06/1920	Messina	Regina d Italia
77	07/06/1920	Gibraltar, Spain	Western Knight
63	07/06/1920	Antwerp	Toronto
59	07/06/1920	Southampton	Kroonland
53	07/06/1920	Portugal	West Point
49	07/06/1920	Rotterdam, Holland	West Grama
42	07/06/1920	Christiania	Bergensfjord
39	07/06/1920	Peruvian Ports	Garfield
36	07/06/1920	Cabanas, Cuba	Craycroft
35	07/06/1920	Matanzas, Cuba	Munindies
33	07/06/1920	Port Antonio, Jamaica	Nicholas Cuneo
30	07/06/1920	Santa Isabela, P.R.	York Harbor
26	07/06/1920	Napoli	Regina d Italia
25	07/06/1920	Genoa	West Grama
12	07/06/1920	Havana	Turrialba
11	07/06/1920	Plymouth, England	Lake Cathcoon
10	07/06/1920	Turks Island, British West Indies	Francis J. Elkin
10	07/06/1920	Puerto Barrios, Guatemala	Turrialba
7	07/06/1920	Santa Isabela,P.R.	York Harbor
5	07/06/1920	Barrios	Turrialba
4	07/06/1920	Singapore	Western Knight
3	07/06/1920	Cristobal, Canal Zone	Garfield
1	07/06/1920	Chancay, Peru	Garfield
1	07/06/1920	New York	Regina d Italia
1265	07/07/1920	Napoli	Duca d'Aosta
1110	07/07/1920	Naples	Madonna
792	07/07/1920	Leixoes	Mexico
580	07/07/1920	Palermo	Madonna
430	07/07/1920	Liverpool	Vauban
342	07/07/1920	Genova	Duca d'Aosta
314	07/07/1920	Cristobal, Canal Zone	Colon
275	07/07/1920	Genoa	Duca d'Aosta
106	07/07/1920	Marseilles, France	Madonna
89	07/07/1920	Port Antonio, Jamaica	Princess May
83	07/07/1920	Cardiff, Wales	Menominee
52	07/07/1920	Montevideo via Rio de Janeiro	Virginian
50	07/07/1920	Lisbon, Portugal	Conness Peak
43	07/07/1920	Buenos Aires	West Kyska
39	07/07/1920	Leghorn, Italy	Splendor
33	07/07/1920	Antofagasta, Chile	Lake Farber
31	07/07/1920	Para, Brazil	Michael
29	07/07/1920	Tampico, Mexico	Brilliant
22	07/07/1920	Marseilles	Madonna
13	07/07/1920	Oporto, Portugal	Paul E. Thurlow
12	07/07/1920	Tampico, Mexico	Socony
7	07/07/1920	Montevideo, Uraguay	Rebecca L. MacDonald
7	07/07/1920	Hillsbaro, U.S	Ononette
6	07/07/1920	Genoa, Italy	Sagadahoc
6	07/07/1920	Port Au Prince, Haiti	Colon
2	07/07/1920	Cardiff	Menominee
2	07/07/1920	Para	Michael
1	07/07/1920	Santiago, Cuba	Lake Clear
1	07/07/1920	Sydney, Australia	Mulpua
960	07/08/1920	Naples	Belvedere
592	07/08/1920	Palermo	Belvedere
458	07/08/1920	Hamilton, Bermuda	Fort Hamilton
323	07/08/1920	Trieste	Belvedere
90	07/08/1920	Trieste Juleiullied	Belvedere
59	07/08/1920	Seattle, Washington	Western Glen
58	07/08/1920	Dunkirk, France	Western Glen
48	07/08/1920	Buenos Aires	Saugus
37	07/08/1920	Puerto Plata, Dominican Republic	Dorothy
36	07/08/1920	Rio de Janeiro	Passaic Bridge
35	07/08/1920	Matanzas, Cuba	Calicorock
35	07/08/1920	Buenos Aires, via Santos, Rio, Barbados	Jethou
33	07/08/1920	Port Antonio, Jamaica	Amelia
31	07/08/1920	Marseilles & Baltimore	Sophie Frankel
30	07/08/1920	Trieste Internllied	Belvedere
30	07/08/1920	Niles Allied	Belvedere
25	07/08/1920	Dunkerque, France	Western Glen
22	07/08/1920	Maracaibo	Stavangeren
18	07/08/1920	Gibraltar	Marsodak
8	07/08/1920	Gibraltar	Sophie Frankel
5	07/08/1920	Algiers, Algeria	Belvedere
5	07/08/1920	St. Thomas, Virgin Islands	Passaic Bridge
4	07/08/1920	Trieste Niles, Allied	Belvedere
1	07/08/1920	Alexandria, Egypt	Marsodak
1277	07/09/1920	Havre	La Touraine
202	07/09/1920	Kingston, Cristobal, Col.Ports, Santiago	Carrillo
179	07/09/1920	Alexandria, Egypt	Dakotan
113	07/09/1920	Rotterdam, Holland	Irishman
105	07/09/1920	Kingston, Cristobal, Colombian Ports, Santiago	Carrillo
87	07/09/1920	Rotterdam, Holland	Samland
85	07/09/1920	Curacao, DWI	Caracas
78	07/09/1920	New York	Putnam
68	07/09/1920	London, England	Huronian
65	07/09/1920	Turks Island, British West Indies	Algonquin
63	07/09/1920	Rotterdam, Holland	Julia Luckenbach
62	07/09/1920	San Juan, Puerto Rico	Caracas
48	07/09/1920	Kobe, Japan	Tokufuku Maru
43	07/09/1920	Tampico, Mexico	Paul H. Harwood
42	07/09/1920	New York	Overbrook
41	07/09/1920	Palo Blanco, Mexico	Overbrook
38	07/09/1920	Palo Blanco, Mexico	Salem County
38	07/09/1920	Las Palmas, Canary Islands	Visigoth
37	07/09/1920	Sagua La Grande, Cuba	Lake Pachuta
37	07/09/1920	San Juan, Puerto Rico	Cornelia
36	07/09/1920	Nuevitas, Cuba	Lake Gedney
36	07/09/1920	Puerto Padre, Cuba	Walter D. Munson
34	07/09/1920	New York	Lake Pachuta
33	07/09/1920	La Guaira, Venezuela	Caracas
33	07/09/1920	Baracoa, Cuba	Vild Fugl
32	07/09/1920	New York	Salem County
32	07/09/1920	New York	Vild Fugl
30	07/09/1920	Carbarica	Lake Elmhurst
29	07/09/1920	Puerto Plata, Dominican Republic	Algonquin
29	07/09/1920	Santo Domingo City	Algonquin
25	07/09/1920	Santiago, Cuba	Carrillo
22	07/09/1920	Kingston, Jamaica	Carrillo
21	07/09/1920	Puerto Colombia, Colombia	Carrillo
19	07/09/1920	San Pedro de Macoris, Dominican Republic	Algonquin
17	07/09/1920	Cartagena, Colombia	Carrillo
17	07/09/1920	Jacksonville, Florida	Lake Gedney
14	07/09/1920	Baltimore, Maryland	Samland
14	07/09/1920	New York	Walter D. Munson
14	07/09/1920	Calamata, Greece	Putnam
13	07/09/1920	New York	Samland
13	07/09/1920	New York	Vaarli
10	07/09/1920	Puerto Cabello, Venezuela	Caracas
10	07/09/1920	New York	Huronian
9	07/09/1920	La Romana, Dominican Republic	Algonquin
5	07/09/1920	New York	Irishman
4	07/09/1920	Monte Cristi	Algonquin
4	07/09/1920	Cristobal, Canal Zone	Carrillo
2	07/09/1920	Sanchez, Dominican Republic	Algonquin
1	07/09/1920	Bordeaux	Conness Peak
860	07/10/1920	Havana	Orizaba
317	07/10/1920	New York	Calamares
167	07/10/1920	New York	Orizaba
154	07/10/1920	Havana, Cristobal, Port Limon	Calamares
74	07/10/1920	Havana, Cuba	Calamares
54	07/10/1920	London, England	Anglo Chilean
47	07/10/1920	Cristobal, Canal Zone	Calamares
46	07/10/1920	Naples	Texan
40	07/10/1920	Port Lobos, Mexico	Huguenot
39	07/10/1920	Tampico, Mexico	Hagan
36	07/10/1920	Halifax	Robert C. Clowry
35	07/10/1920	Santiago, Cuba	Mariners Harbor
33	07/10/1920	Kingston	Lake Gilboa
29	07/10/1920	Cienfuegos, Cuba	Banan
16	07/10/1920	New York	Hagan
12	07/10/1920	Sante Fe, Argentina	Indomable
7	07/10/1920	New York	Banan
6	07/10/1920	Port Limon, Costa Rica	Calamares
4	07/10/1920	New York	Anglo Chilean
1	07/10/1920	Liverpool	Atlantic
2923	07/11/1920	Southampton	Imperator
209	07/11/1920	Cherbourg, France	Imperator
80	07/11/1920	Liverpool & Copenhagen	Mahia
52	07/11/1920	Soton	Imperator
50	07/11/1920	United States	Saint Patrick
40	07/11/1920	Tampico, Mexico	Frederic R. Kellogg
40	07/11/1920	United States	Orleans
36	07/11/1920	Constantinople, Turkey	Lake Freeborn
7	07/11/1920	Shulee, Nova Scotia	John Bracewell
6	07/11/1920	Port Limon, Costa Rica	Calamares
5	07/11/1920	St.Maic, Hayti, W.I.	Rosalie Hull
3	07/11/1920	St. Marc, Haiti	Rosalie Hull
1	07/11/1920	Queenstown, Ireland	Kaiserin Auguste Victoria
1	07/11/1920	Liverpool	Mahia
2057	07/12/1920	Le Havre	Rochambeau
2028	07/12/1920	Rotterdam, Holland	Rotterdam
1248	07/12/1920	Liverpool	Kaiserin Auguste Victoria
581	07/12/1920	Boulogne	Rotterdam
476	07/12/1920	Queenstown	Kaiserin Auguste Victoria
274	07/12/1920	San Juan, Puerto Rico	Coamo
241	07/12/1920	Coronel, Chile	Ebro
182	07/12/1920	Plymouth	Rotterdam
85	07/12/1920	Barbados, British West Indies	Francis
73	07/12/1920	Callao	Ebro
63	07/12/1920	Antwerp Via Brischane	Baron Jedburgh
59	07/12/1920	San Juan, Puerto Rico	Buford
56	07/12/1920	Pernambuco, Brazil	Francis
53	07/12/1920	Rotterdam, Holland	Edward Luckenbach
52	07/12/1920	Santos	Rembrandt
51	07/12/1920	New York	Ebro
47	07/12/1920	Cristobal, Canal Zone	Buford
45	07/12/1920	Rotterdam, Holland	William N. Page
43	07/12/1920	Port Lobos, Mexico	Hagood
37	07/12/1920	Matanzas, Cuba	Lake St. Regis
37	07/12/1920	New York	Silverbrook
36	07/12/1920	Palo Blanco, Mexico	Silverbrook
29	07/12/1920	New York	Francis
25	07/12/1920	Nuevitas, Cuba	Aragon
25	07/12/1920	Caibarien, Cuba	Ottar
24	07/12/1920	Baroloa, Cuba	Brighton
20	07/12/1920	Walton, Nova Scotia, Canada	Glencadam
17	07/12/1920	New York	Lake St. Regis
14	07/12/1920	Colon	Ebro
14	07/12/1920	Cristobal, Canal Zone	Ebro
14	07/12/1920	New York	Ottar
13	07/12/1920	Liverpool & Queenstown	Kaiserin Auguste Victoria
10	07/12/1920	New York	William N. Page
9	07/12/1920	Para	Rembrandt
8	07/12/1920	New York	Glencadam
4	07/12/1920	Natal	Francis
3	07/12/1920	Havana, Cristobal, Port Limon	Calamares
3	07/12/1920	Antofagasta, Chile	Ebro
3	07/12/1920	Iquique, Chile	Ebro
2	07/12/1920	Liverpool	Dardania
1	07/12/1920	Africa	Ebro
1	07/12/1920	Arica, Chile	Ebro
1	07/12/1920	Newport News, Virginia	Francis
1	07/12/1920	Copenhagen	Mahia
135	07/13/1920	Malaga, Spain	P. de Satrustegui
119	07/13/1920	Valencia, Spain	P. de Satrustegui
105	07/13/1920	Barcelona	P. de Satrustegui
77	07/13/1920	Cadiz	P. de Satrustegui
64	07/13/1920	Antwerp	Challenger
43	07/13/1920	Gothenburg, Sweden	Manitowoc
34	07/13/1920	Santo Domingo	Katahdin
31	07/13/1920	Port Antonio, Jamaica	Runa
30	07/13/1920	Tampico, Mexico	Radiant
24	07/13/1920	Curacao, DWI	Lysefjord
15	07/13/1920	Falmouth, England	Lake Flovilla
8	07/13/1920	Buenos Aires	Friendship
4	07/13/1920	Nuevitas, Cuba	Lake Agomak
2	07/13/1920	Rotterdam, Holland	Rotterdam
1404	07/14/1920	Antwerp	Lapland
1049	07/14/1920	Trieste	Presidente Wilson
896	07/14/1920	Genoa	Giuseppe Verdi
886	07/14/1920	Piraeus	Patris
860	07/14/1920	Napoli	Giuseppe Verdi
788	07/14/1920	Palermo	Giuseppe Verdi
786	07/14/1920	Gothenburg, Sweden	Drottningholm
766	07/14/1920	Naples	Presidente Wilson
412	07/14/1920	Southampton	Lapland
354	07/14/1920	Patras	Presidente Wilson
337	07/14/1920	Patras	Patris
149	07/14/1920	Piraeus, Greece	Patris
104	07/14/1920	Algiers, Algeria	Presidente Wilson
103	07/14/1920	West Coast of South America	Santa Teresa
84	07/14/1920	New York	Santa Teresa
63	07/14/1920	Havre	Julia
61	07/14/1920	Valparaiso, Chile	Santa Teresa
54	07/14/1920	Barrow England	Fort Smith
41	07/14/1920	Nuevitas, Cuba	Olinda
40	07/14/1920	Leghorn, Italy	Atlantic Sun
40	07/14/1920	Lisbon, Portugal	Buffalo Bridge
37	07/14/1920	Port Lobos, Mexico	Shenandoah
33	07/14/1920	United States	Mantilla
7	07/14/1920	Callao, Peru	Santa Teresa
6	07/14/1920	Port Antonio, Jamaica	Julia
4	07/14/1920	Cristobal, Canal Zone	Santa Teresa
2	07/14/1920	Antofagasta, Chile	Santa Teresa
1	07/14/1920	Valparaiso, Chile	Renaico
1	07/14/1920	Carin burg	Drottningholm
155	07/15/1920	Cristobal, Canal Zone	Ancon
134	07/15/1920	Santiago, Cuba	Tivives
130	07/15/1920	Antilla, Cuba	Munamar
105	07/15/1920	St. John's, Newfoundland	Rosalind
62	07/15/1920	Cartagena, Colombia	Tivives
55	07/15/1920	Hamburg, Germany	Eastern Shore
48	07/15/1920	Saint Nazaire, France	West Cajoot
47	07/15/1920	Glasgow, Scotland	Chipana
43	07/15/1920	Portland, Oregon	Ahala
38	07/15/1920	Danzig	Lake Frugality
33	07/15/1920	Tampico, Mexico	Dayton
33	07/15/1920	Oskarshamm	Breifond
31	07/15/1920	Buenos Aires, Via Rio and St Thomas W.I.	Delfina
29	07/15/1920	Caribarien, Cuba	Johan Ludwig Mowinckel
23	07/15/1920	Cananova, Cuba	Belita
18	07/15/1920	Spencers Island, Nova Scotia	Gypsum King
17	07/15/1920	Liverpool	Ahala
10	07/15/1920	Gonaives, Haiti	Amos Pegs
6	07/15/1920	Windsor, Nova Scotia	Barge Hamburg
6	07/15/1920	Windsor, Nova Scotia	Lewis H. St. John
4	07/15/1920	Windsor, Nova Scotia	Barge Bristol
2	07/15/1920	Kingston, Jamaica	Tivives
1	07/15/1920	Rotterdam, Holland	Eagle
1	07/15/1920	Colon, Panama	Ancon
1	07/15/1920	Stavanger, Norway	Breifond
63	07/16/1920	Saint Nazaire, France	Bellhaven
55	07/16/1920	Maracaibo	Zulia
43	07/16/1920	Port Lobos, Mexico	Utacarbon
42	07/16/1920	Rosario	Magunkook
41	07/16/1920	Genoa, Leghorn and Naples Italy	Tarantia
38	07/16/1920	San Juan, Puerto Rico	Helen
38	07/16/1920	Cork	Milwaukee Bridge
38	07/16/1920	Cork, Ireland	Milwaukee Bridge
37	07/16/1920	Marseilles, France	Lake Festina
36	07/16/1920	Niquero, (Manzanillo)	Lake Kyttle
36	07/16/1920	Port Lobos, Mexico	Sharon
36	07/16/1920	Bristol	Bristol City
36	07/16/1920	Havana, Cuba	Coquina
33	07/16/1920	Rotterdam, Holland	Yildum
33	07/16/1920	Nuevitas, Cuba	Paloma
32	07/16/1920	Guanica, Puerto Rico	Ozama
32	07/16/1920	Mayaguez, Puerto Rico	Zulia
21	07/16/1920	Banes, Cuba	Rochelie
13	07/16/1920	Curacao, DWI	Zulia
11	07/16/1920	La Guaira, Venezuela	Zulia
10	07/16/1920	Trieste	America
5	07/16/1920	Maracaibo, Venezuela	Zulia
2	07/16/1920	Naples	Tarantia
2	07/16/1920	Montevideo, Uraguay	Magunkook
1	07/16/1920	Genoa, Leghorn & Naples, Italy	Tarantia
2398	07/17/1920	Le Havre	France
2283	07/17/1920	Liverpool	Celtic
985	07/17/1920	Queenstown	Celtic
298	07/17/1920	Cristobal, Canal Zone	Panama
93	07/17/1920	Barbados, British West Indies	Guiana
77	07/17/1920	Hamburg	Welshman
73	07/17/1920	Liverpool	City of Florence
72	07/17/1920	Rotterdam, Holland	Kinderdyk
70	07/17/1920	Antwerp	Bloemfontein
57	07/17/1920	Palermo, Italy	Crema
44	07/17/1920	Hamburg	Mette Jensen
41	07/17/1920	Tampico, Mexico	Hahatonka
26	07/17/1920	St. Croix, Virgin Islands	Guiana
17	07/17/1920	Para Brazil via St Thomas	Lake Gazette
17	07/17/1920	St. Thomas, Virgin Islands	Guiana
15	07/17/1920	St. Kitts, B.W.I.	Guiana
13	07/17/1920	Port Au Prince, Haiti	Panama
11	07/17/1920	Antigua, British West Indies	Guiana
9	07/17/1920	Queenstown	Mobile
8	07/17/1920	Martinique, French West Indies	Guiana
5	07/17/1920	Liverpool	Mobile
2	07/17/1920	St. Lucia, B.W.I.	Guiana
1	07/17/1920	Cardiff	Christian Krohg
1	07/17/1920	Montevideo	Saint Bede
931	07/18/1920	Antwerp via Southampton	Finland
445	07/18/1920	Havana	Mexico
427	07/18/1920	Buenos Aires	Vasari
306	07/18/1920	Antwerp	Finland
137	07/18/1920	Southampton	Finland
127	07/18/1920	New York	Pastores
106	07/18/1920	Rio de Janeiro	Vasari
57	07/18/1920	Barbados, British West Indies	Vasari
56	07/18/1920	Lisbon, Portugal	Neuse
54	07/18/1920	Havana, Cuba	Pastores
49	07/18/1920	Sierra Leone, West Africa	Jekri
48	07/18/1920	Yokohama, Japan	Clyde
47	07/18/1920	Palo Blanco, Mexico	William G. Warden
46	07/18/1920	Lisbon, Portugal	Nobles
43	07/18/1920	Cristobal, Canal Zone	Pastores
43	07/18/1920	Havana	Pastores
43	07/18/1920	Buenos Aires, Argentina	Western Hero
36	07/18/1920	United States	American Transport
27	07/18/1920	Tampico, Mexico	Eocene
17	07/18/1920	South American ports & St. Thomas, V. I.	West Totant
13	07/18/1920	Tampico, Mexico	Barge Socony
13	07/18/1920	Savona, Italy	The Lambs
12	07/18/1920	Port Limon, Costa Rica	Pastores
7	07/18/1920	Curacao, DWI	Pioneer
5	07/18/1920	Bonaire, DWI	Pioneer
5	07/18/1920	Tampico, Mexico	William G. Warden
5	07/18/1920	Liverpool	M.O. Crowell
4	07/18/1920	Buenos Aires	Lapland
3	07/18/1920	Port Dufferin, N. S.	Genevieve
1	07/18/1920	South American Ports	West Totant
1	07/18/1920	St. Thomas, Virgin Islands	West Totant
1463	07/19/1920	Liverpool	Caronia
577	07/19/1920	Southampton	New York
473	07/19/1920	Hamilton, Bermuda	Fort Hamilton
390	07/19/1920	San Juan, Puerto Rico	Brazos
366	07/19/1920	Queenstown	Caronia
345	07/19/1920	Cherbourg, France	New York
303	07/19/1920	Liverpool	New York
143	07/19/1920	Barcelona	Isla de Panay
124	07/19/1920	Queenstown	New York
119	07/19/1920	Malaga, Spain	Isla de Panay
102	07/19/1920	New Southampton, Eng.	New York
87	07/19/1920	Puerto Colombia, Colombia	Caldas
64	07/19/1920	Cadiz	Isla de Panay
58	07/19/1920	Newcastle	Herbert G. Wylie
46	07/19/1920	Thameshaven, England	West Saginaw
46	07/19/1920	Havre, France	Coronado
